DeviceSN	40009
LaserWavelength_nm	785
Exposure_ms	2000
GainMultiplier	1
LaserCurrent_mA	2155
LaserPower_mW	59.9906502
RepetitionCount	10
Tags	
270	4.23866224
271	4.21572542
272	4.20630121
273	4.22988844
274	4.26553965
275	4.27896118
276	4.26513243
277	4.24674845
278	4.24402237
279	4.26079845
280	4.28056288
281	4.29262304
282	4.3124404
283	4.32700539
284	4.32557106
285	4.3190155
286	4.31487417
287	4.31271935
288	4.30885887
289	4.30825186
290	4.30174255
291	4.29181671
292	4.29174376
293	4.30104494
294	4.30949879
295	4.30914783
296	4.30475664
297	4.30059481
298	4.30024529
299	4.30426359
300	4.30832386
301	4.31573534
302	4.32897949
303	4.33549881
304	4.31938696
305	4.29332256
306	4.28170538
307	4.27706528
308	4.27248812
309	4.26962805
310	4.27294111
311	4.27644444
312	4.27548313
313	4.2743206
314	4.27190018
315	4.27052546
316	4.27346563
317	4.27733564
318	4.29126263
319	4.31095409
320	4.31979704
321	4.31815147
322	4.31450367
323	4.31268263
324	4.30415106
325	4.29644585
326	4.29666424
327	4.29830551
328	4.29623079
329	4.28252649
330	4.26172161
331	4.25109482
332	4.25391531
333	4.26183224
334	4.27304268
335	4.31508446
336	4.35733747
337	4.36020231
338	4.34065199
339	4.32113791
340	4.30620813
341	4.28143024
342	4.26581478
343	4.265203
344	4.26864767
345	4.27278852
346	4.29283524
347	4.31681347
348	4.31933308
349	4.29573679
350	4.26988554
351	4.26384687
352	4.27197409
353	4.27926874
354	4.27645826
355	4.26990747
356	4.2661953
357	4.27241516
358	4.28244686
359	4.28531551
360	4.28068447
361	4.27556276
362	4.27516842
363	4.27634907
364	4.27691031
365	4.27869177
366	4.28462934
367	4.28798151
368	4.28652906
369	4.28258991
370	4.27647829
371	4.27076197
372	4.2653904
373	4.25823736
374	4.24766016
375	4.24384594
376	4.25433826
377	4.26947021
378	4.27958155
379	4.28313351
380	4.28458023
381	4.28224897
382	4.28049135
383	4.28047037
384	4.28224182
385	4.29397964
386	4.30549622
387	4.31060648
388	4.32041168
389	4.32691669
390	4.32391977
391	4.31692266
392	4.31381035
393	4.32301521
394	4.33759785
395	4.34643269
396	4.34929562
397	4.35072947
398	4.35529613
399	4.36325979
400	4.3672905
401	4.3573432
402	4.33963346
403	4.33403969
404	4.34989405
405	4.36902905
406	4.36867762
407	4.34251451
408	4.31759119
409	4.31567478
410	4.32210875
411	4.32588243
412	4.31497383
413	4.29511929
414	4.28475714
415	4.27774525
416	4.27150917
417	4.27229214
418	4.27806377
419	4.28314209
420	4.28289461
421	4.27948713
422	4.27865028
423	4.27802896
424	4.27541399
425	4.27728844
426	4.28381491
427	4.29041767
428	4.29017591
429	4.27351284
430	4.26001835
431	4.26293802
432	4.26965523
433	4.27582121
434	4.28070116
435	4.28408957
436	4.28433275
437	4.28629875
438	4.28761148
439	4.27975559
440	4.2562089
441	4.23938084
442	4.24433136
443	4.25743341
444	4.26447439
445	4.26298809
446	4.26071644
447	4.26519012
448	4.285882
449	4.30426741
450	4.29944515
451	4.27847624
452	4.26723766
453	4.27490091
454	4.28602695
455	4.29121113
456	4.28816605
457	4.28374672
458	4.2871809
459	4.30429363
460	4.31682491
461	4.31949615
462	4.32632065
463	4.32894945
464	4.32999468
465	4.33222008
466	4.33221769
467	4.32735968
468	4.32162189
469	4.31484413
470	4.30125809
471	4.29368019
472	4.31126928
473	4.34124279
474	4.3491354
475	4.32727861
476	4.3026948
477	4.30180788
478	4.32010508
479	4.33278608
480	4.33078623
481	4.32899237
482	4.32639933
483	4.31689501
484	4.304667
485	4.29783058
486	4.29419994
487	4.29467392
488	4.30964661
489	4.34154129
490	4.35783005
491	4.3593564
492	4.3613143
493	4.3625989
494	4.37186623
495	4.37979507
496	4.37302923
497	4.35508585
498	4.34416723
499	4.34876013
500	4.35711479
501	4.35799551
502	4.34562397
503	4.33259583
504	4.3278718
505	4.31826878
506	4.31342411
507	4.31302357
508	4.30908155
509	4.31050873
510	4.3277297
511	4.34624434
512	4.34977531
513	4.35158825
514	4.34922743
515	4.33534765
516	4.315907
517	4.31007624
518	4.34084511
519	4.38175964
520	4.39382076
521	4.38561392
522	4.37807703
523	4.38314199
524	4.39274359
525	4.40081739
526	4.40864468
527	4.41643143
528	4.42157412
529	4.42846966
530	4.43459892
531	4.43870115
532	4.44349718
533	4.44540691
534	4.43439007
535	4.420331
536	4.42309761
537	4.44108295
538	4.45547009
539	4.4536109
540	4.44594097
541	4.44145012
542	4.44389439
543	4.44810009
544	4.4481082
545	4.44114971
546	4.43554115
547	4.44201374
548	4.45881557
549	4.4688468
550	4.47404337
551	4.47930431
552	4.47979879
553	4.47998476
554	4.48146582
555	4.48748398
556	4.49901628
557	4.50403786
558	4.4984436
559	4.48892736
560	4.48030186
561	4.47014046
562	4.46462822
563	4.46797562
564	4.47343349
565	4.47725058
566	4.48150253
567	4.48494673
568	4.48330402
569	4.47996044
570	4.47781372
571	4.47807837
572	4.47925472
573	4.48000145
574	4.47536993
575	4.46515417
576	4.44779968
577	4.41324472
578	4.38777304
579	4.39387798
580	4.41503
581	4.42449141
582	4.41314077
583	4.39682388
584	4.38737059
585	4.37546444
586	4.3693924
587	4.38305235
588	4.40832949
589	4.4217
590	4.43429327
591	4.44364548
592	4.43518734
593	4.40994787
594	4.39533043
595	4.40420008
596	4.41840792
597	4.42126179
598	4.41918707
599	4.41710711
600	4.41722965
601	4.42086697
602	4.42470455
603	4.42469883
604	4.42302752
605	4.42583179
606	4.4388833
607	4.44742012
608	4.43458223
609	4.40962219
610	4.4000206
611	4.41275454
612	4.42924023
613	4.42973661
614	4.41176891
615	4.40239906
616	4.42141676
617	4.4498682
618	4.45959902
619	4.44966936
620	4.43929863
621	4.44375229
622	4.4571681
623	4.46574736
624	4.4618659
625	4.45284986
626	4.4462719
627	4.4371376
628	4.42874193
629	4.42390728
630	4.42028379
631	4.41862583
632	4.42219687
633	4.42808771
634	4.43483782
635	4.4489069
636	4.45691156
637	4.46481323
638	4.47938299
639	4.4862566
640	4.49216652
641	4.49773645
642	4.50264072
643	4.50881386
644	4.50815344
645	4.48701429
646	4.46151066
647	4.45547009
648	4.45855522
649	4.4586668
650	4.43689442
651	4.40181112
652	4.39114285
653	4.41182947
654	4.43560839
655	4.45047092
656	4.47617722
657	4.48764753
658	4.46461535
659	4.43427324
660	4.43886089
661	4.4896698
662	4.52942514
663	4.53028154
664	4.52386189
665	4.52107143
666	4.52127552
667	4.51958895
668	4.50744009
669	4.4823637
670	4.47055531
671	4.48944044
672	4.51441383
673	4.51375866
674	4.49126482
675	4.47133541
676	4.4601841
677	4.44838381
678	4.44395876
679	4.44706964
680	4.44939709
681	4.44337273
682	4.43185186
683	4.42334509
684	4.41078329
685	4.39850807
686	4.40111351
687	4.41831875
688	4.43173265
689	4.44342756
690	4.45871401
691	4.46064138
692	4.44526482
693	4.43352413
694	4.44554377
695	4.47061682
696	4.48252964
697	4.48019361
698	4.47504473
699	4.4712801
700	4.46502829
701	4.46144962
702	4.46695852
703	4.47758484
704	4.49077177
705	4.52364254
706	4.54614973
707	4.53067827
708	4.50031471
709	4.49203825
710	4.5021615
711	4.51623154
712	4.52930355
713	4.54282618
714	4.54857635
715	4.54363632
716	4.53848505
717	4.5462122
718	4.5669322
719	4.58041954
720	4.57698345
721	4.56761026
722	4.56191921
723	4.55654383
724	4.55235195
725	4.55392599
726	4.55975056
727	4.5627408
728	4.56979227
729	4.57510138
730	4.57784271
731	4.58629894
732	4.58874512
733	4.58379889
734	4.57758808
735	4.57266855
736	4.56610918
737	4.56141138
738	4.55387878
739	4.54377794
740	4.53202295
741	4.50679541
742	4.49197865
743	4.50754499
744	4.53303385
745	4.53841972
746	4.52709389
747	4.51795006
748	4.5230155
749	4.53318739
750	4.53806973
751	4.55311871
752	4.56360245
753	4.55293941
754	4.53599739
755	4.52936125
756	4.54174995
757	4.55560112
758	4.55725956
759	4.557199
760	4.55097389
761	4.5413475
762	4.53229856
763	4.52244616
764	4.50926971
765	4.50375795
766	4.51687384
767	4.53444195
768	4.53631401
769	4.53023243
770	4.52464008
771	4.51705408
772	4.50908804
773	4.51741362
774	4.55636024
775	4.58515215
776	4.57504416
777	4.54991007
778	4.53196907
779	4.51447439
780	4.50340652
781	4.51052523
782	4.52837896
783	4.53868008
784	4.55157471
785	4.56074715
786	4.55188704
787	4.53153944
788	4.51983452
789	4.52618885
790	4.53553724
791	4.53668499
792	4.53900909
793	4.54188919
794	4.55223274
795	4.56174326
796	4.55300951
797	4.52737904
798	4.51548576
799	4.52201462
800	4.52930975
801	4.52376223
802	4.50533295
803	4.4987359
804	4.51285839
805	4.53073645
806	4.54334164
807	4.56617403
808	4.5809536
809	4.60980701
810	4.6472559
811	4.65067244
812	4.63569498
813	4.62662983
814	4.62661076
815	4.62613583
816	4.62730885
817	4.63436842
818	4.63770533
819	4.62350702
820	4.60330105
821	4.60346985
822	4.62587976
823	4.63992167
824	4.63534737
825	4.62974787
826	4.63056993
827	4.64286613
828	4.65086555
829	4.63855457
830	4.61916208
831	4.61989594
832	4.64822626
833	4.66991329
834	4.66025352
835	4.63725567
836	4.62209606
837	4.60833216
838	4.60032415
839	4.6155858
840	4.64462805
841	4.65470266
842	4.65919018
843	4.66637945
844	4.68936825
845	4.7237215
846	4.74458075
847	4.76438713
848	4.78177023
849	4.80370426
850	4.82902145
851	4.83506775
852	4.82789516
853	4.82204723
854	4.82977343
855	4.84334564
856	4.84613228
857	4.83845282
858	4.8257699
859	4.80251741
860	4.77708673
861	4.77393198
862	4.78570318
863	4.79480171
864	4.79454851
865	4.79264212
866	4.79403782
867	4.79830217
868	4.80140162
869	4.80901337
870	4.82002068
871	4.82456875
872	4.82789803
873	4.83084488
874	4.82553911
875	4.81622458
876	4.8134923
877	4.80975533
878	4.80504274
879	4.80028582
880	4.79657507
881	4.79529953
882	4.79561758
883	4.79488325
884	4.7892108
885	4.78284168
886	4.77622652
887	4.76080608
888	4.75524378
889	4.76366758
890	4.77373362
891	4.77229691
892	4.75947762
893	4.75478601
894	4.75825977
895	4.76273251
896	4.76786184
897	4.7739172
898	4.77003145
899	4.74091816
900	4.71330166
901	4.71107626
902	4.71988678
903	4.72706079
904	4.7390132
905	4.74716091
906	4.7340312
907	4.71040678
908	4.70701361
909	4.71726894
910	4.72452641
911	4.73177576
912	4.74321461
913	4.74940109
914	4.75789881
915	4.76500511
916	4.773139
917	4.78492117
918	4.80475187
919	4.84106159
920	4.85877752
921	4.84687138
922	4.83164692
923	4.83960342
924	4.86717987
925	4.88268089
926	4.88207436
927	4.87947941
928	4.87888527
929	4.8768034
930	4.8858676
931	4.92259741
932	4.9508338
933	4.95168066
934	4.9486661
935	4.94527531
936	4.94068718
937	4.93735361
938	4.94294167
939	4.95230389
940	4.94922972
941	4.92946434
942	4.91231823
943	4.88232183
944	4.85097408
945	4.85115576
946	4.86925793
947	4.87517118
948	4.8613553
949	4.84480286
950	4.83226013
951	4.81746054
952	4.8116641
953	4.81101227
954	4.81230736
955	4.82372475
956	4.84125519
957	4.84515095
958	4.84836102
959	4.84844303
960	4.83488989
961	4.81900549
962	4.81905127
963	4.82693005
964	4.83486462
965	4.84343576
966	4.84802246
967	4.8247261
968	4.77144289
969	4.75507259
970	4.77664614
971	4.79505682
972	4.78787231
973	4.77062893
974	4.75006914
975	4.70286703
976	4.67362118
977	4.68409109
978	4.7024436
979	4.70413113
980	4.69618464
981	4.68737936
982	4.66238499
983	4.63775587
984	4.63862896
985	4.65066862
986	4.64890862
987	4.62238264
988	4.60351372
989	4.62061787
990	4.64907932
991	4.65093708
992	4.63287783
993	4.62493086
994	4.64008427
995	4.66062212
996	4.67716026
997	4.70573568
998	4.74569893
999	4.84710979
1000	4.93872118
1001	4.97307825
1002	4.99477291
1003	4.98412275
1004	4.90096617
1005	4.82960558
1006	4.79050016
1007	4.75631237
1008	4.72670603
1009	4.68797207
1010	4.65918732
1011	4.63060284
1012	4.61096239
1013	4.61002111
1014	4.61226702
1015	4.60698509
1016	4.5808239
1017	4.5649333
1018	4.56813431
1019	4.5735054
1020	4.57701874
1021	4.58211327
1022	4.58917141
1023	4.60649061
1024	4.62835693
1025	4.66226864
1026	4.70822144
1027	4.72416067
1028	4.726192
1029	4.72394705
1030	4.7191925
1031	4.71382046
1032	4.70810604
1033	4.6980834
1034	4.6877718
1035	4.6702857
1036	4.65687752
1037	4.64953518
1038	4.63786697
1039	4.63295078
1040	4.63241673
1041	4.63057327
1042	4.62922907
1043	4.62863493
1044	4.62772655
1045	4.62912321
1046	4.62562609
1047	4.61328077
1048	4.60364914
1049	4.60200644
1050	4.60195255
1051	4.60795212
1052	4.63183689
1053	4.64319181
1054	4.64237213
1055	4.64060068
1056	4.63830566
1057	4.63585234
1058	4.63532209
1059	4.63561773
1060	4.64053392
1061	4.6591506
