Wavenumber (cm-1),Cleaned Intensity
200.0,1.9296770095825195
201.0,1.9214482307434082
202.0,1.926463007926941
203.0,1.9361523389816284
204.0,1.9373995065689087
205.0,1.918532371520996
206.0,1.8938713073730469
207.0,1.8821150064468384
208.0,1.8670587539672852
209.0,1.8522143363952637
210.0,1.851966381072998
211.0,1.8712821006774902
212.0,1.8904691934585571
213.0,1.893173098564148
214.0,1.8915328979492188
215.0,1.8932856321334839
216.0,1.8965983390808105
217.0,1.8911455869674683
218.0,1.8864065408706665
219.0,1.8804703950881958
220.0,1.8668980598449707
221.0,1.8559074401855469
222.0,1.8461185693740845
223.0,1.8358430862426758
224.0,1.8316704034805298
225.0,1.8432344198226929
226.0,1.860835075378418
227.0,1.8694719076156616
228.0,1.8696707487106323
229.0,1.863442063331604
230.0,1.8459187746047974
231.0,1.8050856590270996
232.0,1.7726980447769165
233.0,1.7757033109664917
234.0,1.7936936616897583
235.0,1.8082361221313477
236.0,1.8056050539016724
237.0,1.7928801774978638
238.0,1.7851797342300415
239.0,1.7937546968460083
240.0,1.8090895414352417
241.0,1.8151487112045288
242.0,1.8046709299087524
243.0,1.7902344465255737
244.0,1.7845598459243774
245.0,1.767924427986145
246.0,1.7490859031677246
247.0,1.7450076341629028
248.0,1.7421954870224
249.0,1.739737629890442
250.0,1.7412489652633667
251.0,1.7468210458755493
252.0,1.7511500120162964
253.0,1.7523244619369507
254.0,1.7541728019714355
255.0,1.7551971673965454
256.0,1.7465749979019165
257.0,1.7302098274230957
258.0,1.721290946006775
259.0,1.705143928527832
260.0,1.6833540201187134
261.0,1.6762601137161255
262.0,1.6916184425354004
263.0,1.7096065282821655
264.0,1.7072466611862183
265.0,1.681724190711975
266.0,1.6591066122055054
267.0,1.6585675477981567
268.0,1.6644821166992188
269.0,1.67095148563385
270.0,1.6834849119186401
271.0,1.7057830095291138
272.0,1.717389702796936
273.0,1.7071141004562378
274.0,1.6896963119506836
275.0,1.6836379766464233
276.0,1.7003191709518433
277.0,1.721941590309143
278.0,1.7254663705825806
279.0,1.707393765449524
280.0,1.683294415473938
281.0,1.6636438369750977
282.0,1.6385482549667358
283.0,1.621773362159729
284.0,1.631237506866455
285.0,1.660995364189148
286.0,1.6798452138900757
287.0,1.671294093132019
288.0,1.6520665884017944
289.0,1.6366084814071655
290.0,1.6248904466629028
291.0,1.6154550313949585
292.0,1.6152759790420532
293.0,1.6419309377670288
294.0,1.6717671155929565
295.0,1.672599196434021
296.0,1.6480320692062378
297.0,1.6263008117675781
298.0,1.629599928855896
299.0,1.6466838121414185
300.0,1.661023497581482
301.0,1.6588354110717773
302.0,1.647281289100647
303.0,1.6434980630874634
304.0,1.6480083465576172
305.0,1.6518739461898804
306.0,1.6530510187149048
307.0,1.654701828956604
308.0,1.6566137075424194
309.0,1.6518586874008179
310.0,1.6215161085128784
311.0,1.594076156616211
312.0,1.5939369201660156
313.0,1.6017160415649414
314.0,1.608414649963379
315.0,1.6139463186264038
316.0,1.6223877668380737
317.0,1.6270923614501953
318.0,1.6312335729599
319.0,1.6370881795883179
320.0,1.6400803327560425
321.0,1.633894920349121
322.0,1.626486897468567
323.0,1.6278029680252075
324.0,1.633552074432373
325.0,1.6383270025253296
326.0,1.6359697580337524
327.0,1.6251593828201294
328.0,1.617439866065979
329.0,1.6139979362487793
330.0,1.608710765838623
331.0,1.6083203554153442
332.0,1.6204007863998413
333.0,1.6358288526535034
334.0,1.6395788192749023
335.0,1.6291335821151733
336.0,1.6176894903182983
337.0,1.6158452033996582
338.0,1.6151360273361206
339.0,1.6142629384994507
340.0,1.6150726079940796
341.0,1.618609070777893
342.0,1.620773434638977
343.0,1.6122347116470337
344.0,1.5978484153747559
345.0,1.5947967767715454
346.0,1.6026835441589355
347.0,1.6112772226333618
348.0,1.6155718564987183
349.0,1.6249758005142212
350.0,1.633050560951233
351.0,1.632449984550476
352.0,1.6281694173812866
353.0,1.6208397150039673
354.0,1.6054567098617554
355.0,1.5845192670822144
356.0,1.5755490064620972
357.0,1.5872750282287598
358.0,1.605202078819275
