Wavenumber (cm-1),Original Intensity,Fitted Intensity,Residual
570.0,0.30072304606437683,0.3028586527658576,-0.0021356067014807745
571.0,0.29978427290916443,0.3009724314833179,-0.0011881585741534972
572.0,0.3008720874786377,0.29912364823965537,0.0017484392389823245
573.0,0.299592524766922,0.2973218630273393,0.00227066173958268
574.0,0.293363094329834,0.2955747858492416,-0.002211691519407588
575.0,0.28654515743255615,0.29388844974104067,-0.007343292308484517
576.0,0.28575173020362854,0.2922673964972593,-0.006515666293630762
577.0,0.2940165102481842,0.2907148646605623,0.0033016455876219153
578.0,0.29937776923179626,0.2892329720851807,0.010144797146615592
579.0,0.29493191838264465,0.28782288777963827,0.007109030603006383
580.0,0.2883163392543793,0.2864849897109303,0.0018313495434489901
581.0,0.2841762602329254,0.28521900680981194,-0.0010427465768865218
582.0,0.2819107472896576,0.28402414458886255,-0.0021133972992049554
583.0,0.28127142786979675,0.2828991946242298,-0.0016277667544330465
584.0,0.284548819065094,0.28184262871773064,0.0027061903473633575
585.0,0.2927929162979126,0.2808526789063541,0.011940237391558473
586.0,0.2980250418186188,0.27992740467342775,0.018097637145191026
587.0,0.2901217043399811,0.2790647487842579,0.011056955555723169
588.0,0.27529996633529663,0.278262583155071,-0.0029626168197743885
589.0,0.2716462314128876,0.2775187460959006,-0.00587251468301303
590.0,0.2871367633342743,0.2768310721671235,0.010305691167150799
591.0,0.3032025396823883,0.276197415771305,0.027005123911083284
592.0,0.3029095232486725,0.2756156694779809,0.0272938537706916
593.0,0.29564976692199707,0.27508377795642075,0.02056598896557632
594.0,0.289181113243103,0.2745997482750895,0.014581364968013544
595.0,0.2853510081768036,0.2741616572192484,0.011189350957555189
596.0,0.28206774592399597,0.27376765618128635,0.008300089742709627
597.0,0.2798513174057007,0.2734159740923949,0.006435343313305808
598.0,0.2784537971019745,0.27310491878886406,0.005348878313110428
599.0,0.27819231152534485,0.2728328771409881,0.005359434384356765
600.0,0.2807553708553314,0.2725983142164915,0.008157056638839921
601.0,0.2862648665904999,0.2723997717025953,0.013865094887904605
602.0,0.2889077067375183,0.2722358657703793,0.01667184096713903
603.0,0.28966137766838074,0.27210528453104454,0.017556093137336193
604.0,0.2902720868587494,0.2720067852051691,0.018265301653580313
605.0,0.28820839524269104,0.27193919110229803,0.016269204140393012
606.0,0.28095850348472595,0.2719013884885112,0.009057114996214755
607.0,0.2755380868911743,0.27189232340334735,0.0036457634878269696
608.0,0.2771371603012085,0.2719109984740904,0.005226161827118103
609.0,0.2809343636035919,0.2719564697644843,0.008977893839107631
610.0,0.2819189727306366,0.2720278436860184,0.009891129044618197
611.0,0.2794259786605835,0.2721242739927047,0.007301704667878772
612.0,0.27685606479644775,0.2722449588744311,0.004611105922016634
613.0,0.278456449508667,0.27238913815930643,0.00606731134936056
614.0,0.2867172658443451,0.2725560906316946,0.014161175212650479
615.0,0.29232487082481384,0.2727451314696945,0.019579739355119363
616.0,0.2905425727367401,0.2729556098035337,0.017586962933206385
617.0,0.28760191798210144,0.27318690639456983,0.014415011587531612
618.0,0.2886265814304352,0.2734384314332474,0.015188149997187761
619.0,0.2945447564125061,0.2737096224533606,0.02083513395914549
620.0,0.2995748221874237,0.2739999423592452,0.02557487982817852
621.0,0.29748326539993286,0.27430887756202804,0.02317438783790482
622.0,0.28995704650878906,0.27463593622073557,0.015321110288053497
623.0,0.2862311899662018,0.2749806465838864,0.011250543382315403
624.0,0.290844589471817,0.2753425554271186,0.01550203404469841
