Wavenumber (cm-1),Cleaned Intensity
500.0,0.7724599242210388
501.0,0.770866334438324
502.0,0.7588860818317958
503.0,0.7441607543400356
504.0,0.7337844371795654
505.0,0.7283278363091605
506.0,0.7236779502459935
507.0,0.7206932902336121
508.0,0.728849504675184
509.0,0.7445717198508126
510.0,0.7553244658878872
511.0,0.7609317898750305
512.0,0.7652507764952523
513.0,0.7711203949792045
514.0,0.77858567237854
515.0,0.793008702141898
516.0,0.8035715648106166
517.0,0.8018057346343994
518.0,0.7893067172595433
519.0,0.7752489788191659
520.0,0.7709346328462873
521.0,0.7813758850097656
522.0,0.7947485617228917
523.0,0.799550473690033
524.0,0.8025190234184265
525.0,0.805161714553833
526.0,0.8080602884292603
527.0,0.8129824825695583
528.0,0.822801411151886
529.0,0.8285089475767953
530.0,0.8316071203776768
531.0,0.8338901656014579
532.0,0.834338733128139
533.0,0.8310456446238926
534.0,0.8237754447119576
535.0,0.8171577453613281
536.0,0.8141998563494002
537.0,0.8095728244100299
538.0,0.8063396470887321
539.0,0.8047916293144226
540.0,0.804045958178384
541.0,0.8037911568369184
542.0,0.8061804175376892
543.0,0.8209382380758012
544.0,0.8340488842555455
545.0,0.8324438163212368
546.0,0.8150709441729956
547.0,0.7933987123625619
548.0,0.7834608554840088
549.0,0.7894418239593506
550.0,0.7990892444338117
551.0,0.8051655377660479
552.0,0.8093470931053162
553.0,0.8119696804455349
554.0,0.8124149782317025
555.0,0.8101457783154079
556.0,0.8063898682594299
557.0,0.8055429543767657
558.0,0.8165793759482246
559.0,0.8330883298601423
560.0,0.8429373247282845
561.0,0.8386132802282061
562.0,0.8224297336169653
563.0,0.8066001534461975
564.0,0.8075675368309021
565.0,0.817634207861764
566.0,0.8257147925240653
567.0,0.8228245462690081
568.0,0.809294581413269
569.0,0.79499637229102
570.0,0.7925755381584167
571.0,0.8009663564818246
572.0,0.808574948992048
573.0,0.8096225942884173
574.0,0.8047843745776586
575.0,0.798574047429221
576.0,0.7956710372652326
577.0,0.796189546585083
578.0,0.7971339396068028
579.0,0.7979222961834499
580.0,0.79814784015928
581.0,0.7980027198791504
582.0,0.7962148359843664
583.0,0.7902569515364511
584.0,0.7788280844688416
585.0,0.7739246998514449
586.0,0.7736848252160209
587.0,0.7744190011705671
588.0,0.7747388226645333
589.0,0.7746439831597465
590.0,0.7746051464762006
591.0,0.7746426463127136
592.0,0.7743727905409676
593.0,0.7743013330868312
594.0,0.7754598430224827
595.0,0.7777496831757682
596.0,0.7803054451942444
597.0,0.7819138509886605
598.0,0.7814881205558777
599.0,0.7786686846188137
600.0,0.7766046098300389
601.0,0.7757523655891418
602.0,0.774998562676566
603.0,0.7733409575053624
604.0,0.7700396180152893
605.0,0.763238251209259
606.0,0.7572193741798402
607.0,0.7573315160615104
608.0,0.7625414047922406
609.0,0.7690749849591936
610.0,0.7743661573954991
611.0,0.7783642411231995
612.0,0.7822001576423645
613.0,0.7823770301682609
614.0,0.7770216550145831
615.0,0.7704774737358093
616.0,0.7664168647357396
617.0,0.7653214335441589
618.0,0.7652047106197902
619.0,0.7655772566795349
620.0,0.7630027958324977
621.0,0.7593700970922198
622.0,0.7584977746009827
623.0,0.7624493071011134
624.0,0.7688742450305394
625.0,0.7716845359121051
626.0,0.7650659680366516
627.0,0.7531319771494186
628.0,0.7476887617792403
629.0,0.7539498550551278
630.0,0.7680941394397188
631.0,0.7836273142269679
632.0,0.7971591864313398
633.0,0.813596785068512
634.0,0.8258356281689234
635.0,0.8311179280281067
636.0,0.8323233723640442
637.0,0.8304207410131182
638.0,0.8224470189639502
639.0,0.8052938410214017
640.0,0.7853012681007385
641.0,0.770377712590354
642.0,0.7545158522469658
643.0,0.7446317332131522
644.0,0.7491483432906012
645.0,0.7672213230814251
646.0,0.7866259728159223
647.0,0.7903055548667908
648.0,0.7830050928252085
649.0,0.7762105039187841
650.0,0.7731236815452576
651.0,0.77296530348914
652.0,0.7749370081084115
653.0,0.7806759476661681
654.0,0.7952017188072205
655.0,0.8130617056574141
656.0,0.8249298504420687
657.0,0.8338077749524796
658.0,0.8413298896380832
659.0,0.8504375645092555
660.0,0.8640540582793099
661.0,0.879760205745697
662.0,0.8809639300618853
663.0,0.8604488287653248
664.0,0.8363688077245445
665.0,0.8233120185988291
666.0,0.8220425588744027
667.0,0.8227448463439941
668.0,0.8217706680297852
669.0,0.8077918631689889
670.0,0.7909800495420187
671.0,0.7832286357879639
672.0,0.7864442978586468
673.0,0.7950822710990905
674.0,0.8006783042635237
675.0,0.798377275466919
676.0,0.7940958057131086
677.0,0.7926541141101292
678.0,0.7940467170306614
679.0,0.7973078233855111
680.0,0.8024077330316816
681.0,0.8105601412909371
682.0,0.8229403495788574
683.0,0.8283958605357579
684.0,0.8188387921878273
685.0,0.8034512911524094
686.0,0.7941952177456447
687.0,0.7956260698182241
688.0,0.8030279959951128
689.0,0.8088698983192444
690.0,0.8141346914427622
691.0,0.8234677570206776
692.0,0.8304277403014045
693.0,0.8367636544363838
694.0,0.8436550412859235
695.0,0.8480642182486398
696.0,0.844200611114502
697.0,0.8320645093917846
698.0,0.8231561269078937
699.0,0.8174565604754858
700.0,0.8137751391955785
701.0,0.8127666967255728
702.0,0.8169896858079092
703.0,0.8280051350593567
704.0,0.8354472688266209
705.0,0.8285295792988371
706.0,0.8119312695094522
707.0,0.7963143757411414
708.0,0.7866883959089007
709.0,0.7806883113724845
710.0,0.7767660021781921
711.0,0.7819142086165293
712.0,0.7964648774691987
713.0,0.8080671089036122
714.0,0.8129295195852008
715.0,0.8130167807851519
716.0,0.8125192182404655
717.0,0.8135954737663269
718.0,0.8183916211128234
719.0,0.8199706077575684
720.0,0.8111456802913123
721.0,0.7951205032212396
722.0,0.783255296094077
723.0,0.7889075534684316
724.0,0.8173473477363586
725.0,0.8407539895602628
726.0,0.8416264993803843
727.0,0.8333656362124854
728.0,0.8259941084044321
729.0,0.8248568858419145
730.0,0.8300339749881199
731.0,0.8364656567573547
732.0,0.8372369068009513
733.0,0.8333469884736199
734.0,0.8297876375062125
735.0,0.8273122651236399
736.0,0.8254506417683193
737.0,0.8250289389065334
738.0,0.8301951289176941
739.0,0.8441914575440539
740.0,0.8556109070777891
741.0,0.860316983291081
742.0,0.8611302035195487
743.0,0.8625035115650722
744.0,0.8682236586298261
745.0,0.8821385502815247
746.0,0.8949000409671235
747.0,0.8969026803970337
748.0,0.8919884136744909
749.0,0.8874862619808742
750.0,0.8884114452770777
751.0,0.8946089489119393
752.0,0.9008415341377258
753.0,0.9028073634420122
754.0,0.9056621534483773
755.0,0.9080330559185573
756.0,0.9141107882772171
757.0,0.9253130044255936
758.0,0.9360182285308838
759.0,0.9333703517913818
760.0,0.9121312924793794
761.0,0.8953776104109632
762.0,0.8901422108922686
763.0,0.891474860055106
764.0,0.893499663897923
765.0,0.8944594945226397
766.0,0.8957473635673523
767.0,0.8966670802661351
768.0,0.8959594624383109
769.0,0.8945578507014683
770.0,0.8937038608959743
771.0,0.895083555153438
772.0,0.8994938560894558
773.0,0.904039204120636
774.0,0.9015168036733355
775.0,0.8932170101574491
776.0,0.8867563435009549
777.0,0.8828204955373492
778.0,0.8798210195132664
779.0,0.8776180148124695
780.0,0.8803088068962097
781.0,0.8912097641399925
782.0,0.8991957988057816
783.0,0.902782210281917
784.0,0.9043037635939462
785.0,0.9053330165999276
786.0,0.9058741927146912
787.0,0.9073325991630554
788.0,0.9084854381425039
789.0,0.906834602355957
790.0,0.9041542325701033
791.0,0.9051306843757628
792.0,0.9144391587802341
793.0,0.9321521776063101
794.0,0.9474799036979675
795.0,0.9495101060186113
796.0,0.949931834425245
797.0,0.9501792788505554
798.0,0.9539635181427001
799.0,0.9613000835691179
800.0,0.9670211076736451
801.0,0.9637720584869385
802.0,0.9511163234710697
803.0,0.9406093784740992
804.0,0.9309296352522716
805.0,0.9222345267023363
806.0,0.9183910659381321
807.0,0.9252490741865969
808.0,0.9449570775032043
809.0,0.955882200172969
810.0,0.955192676612309
811.0,0.9516065205846514
812.0,0.9507553662572588
813.0,0.9557113562311444
814.0,0.965714769704001
815.0,0.9731023907661438
816.0,0.9780400565692355
817.0,0.9849957653454372
818.0,0.9893944348607744
819.0,0.9909030369349888
820.0,0.9913128614425659
821.0,0.9937361649104524
822.0,1.0031172037124634
823.0,1.017500179154532
824.0,1.0218981845038277
825.0,1.0132368462426324
826.0,0.9963405387742188
827.0,0.9754545433180675
828.0,0.9513937660626013
829.0,0.9243180155754089
830.0,0.9171220319611688
831.0,0.9240226319858007
832.0,0.9333347848483493
833.0,0.9369087644985745
834.0,0.9333434190068927
835.0,0.9266691463334222
836.0,0.9205005764961243
837.0,0.9133089865956989
