Wavenumber (cm-1),Cleaned Intensity
200.0,0.24773599207401276
201.0,0.2535274028778076
202.0,0.24807359278202057
203.0,0.23858524858951569
204.0,0.23394475877285004
205.0,0.23370212316513062
206.0,0.23425741493701935
207.0,0.2342221587896347
208.0,0.23157107830047607
209.0,0.22870682179927826
210.0,0.23088081181049347
211.0,0.24609608948230743
212.0,0.260328084230423
213.0,0.25714507699012756
214.0,0.2382715344429016
215.0,0.22274808585643768
216.0,0.2260202169418335
217.0,0.23966427147388458
218.0,0.24793463945388794
219.0,0.23890292644500732
220.0,0.2205820530653
221.0,0.2075447291135788
222.0,0.20322854816913605
223.0,0.20192517340183258
224.0,0.20242320001125336
225.0,0.21580474078655243
226.0,0.23306143283843994
227.0,0.23652714490890503
228.0,0.2268897444009781
229.0,0.21671724319458008
230.0,0.21729667484760284
231.0,0.22786353528499603
232.0,0.2371508628129959
233.0,0.23304815590381622
234.0,0.21605558693408966
235.0,0.20310842990875244
236.0,0.20352184772491455
237.0,0.20740337669849396
238.0,0.2101271003484726
239.0,0.2117614597082138
240.0,0.21405504643917084
241.0,0.21486277878284454
242.0,0.2100401371717453
243.0,0.20367352664470673
244.0,0.20350462198257446
245.0,0.2130022495985031
246.0,0.2231275588274002
247.0,0.2232704907655716
248.0,0.21248142421245575
249.0,0.20186948776245117
250.0,0.20070956647396088
251.0,0.20428240299224854
252.0,0.20729704201221466
253.0,0.20472395420074463
254.0,0.19831068813800812
255.0,0.19583545625209808
256.0,0.20508909225463867
257.0,0.22001402080059052
258.0,0.22728514671325684
259.0,0.22035664319992065
260.0,0.2086677998304367
261.0,0.20253349840641022
262.0,0.19327454268932343
263.0,0.18409965932369232
264.0,0.182831272482872
265.0,0.184905543923378
266.0,0.186926007270813
267.0,0.18813127279281616
268.0,0.19085951149463654
269.0,0.1927638053894043
270.0,0.19393908977508545
271.0,0.19611839950084686
272.0,0.1957290917634964
273.0,0.18481725454330444
274.0,0.16884617507457733
275.0,0.16306644678115845
276.0,0.16895781457424164
277.0,0.17711280286312103
278.0,0.1816159337759018
279.0,0.19263996183872223
280.0,0.2036661058664322
281.0,0.20403659343719482
282.0,0.19587945938110352
283.0,0.18894724547863007
284.0,0.1878448724746704
285.0,0.1858106255531311
286.0,0.18452155590057373
287.0,0.17744295299053192
288.0,0.1634756177663803
289.0,0.15719018876552582
290.0,0.15897993743419647
291.0,0.16209931671619415
292.0,0.16465093195438385
293.0,0.16731207072734833
294.0,0.1696942299604416
295.0,0.1713733822107315
296.0,0.17468105256557465
297.0,0.1773180514574051
298.0,0.17567574977874756
299.0,0.1693723052740097
300.0,0.16402111947536469
301.0,0.16150210797786713
302.0,0.15904967486858368
303.0,0.15814803540706635
304.0,0.1686846762895584
305.0,0.18470506370067596
306.0,0.18930499255657196
307.0,0.18082939088344574
308.0,0.17101459205150604
309.0,0.1696488857269287
310.0,0.17283032834529877
311.0,0.17638461291790009
312.0,0.1802409291267395
313.0,0.1880630999803543
314.0,0.19239121675491333
315.0,0.186654195189476
316.0,0.1759852170944214
317.0,0.17045874893665314
318.0,0.17361314594745636
319.0,0.1788378357887268
320.0,0.1798187494277954
321.0,0.17679882049560547
322.0,0.17370037734508514
323.0,0.1739308387041092
324.0,0.17826052010059357
325.0,0.18206912279129028
326.0,0.18155306577682495
327.0,0.178916335105896
328.0,0.17678529024124146
329.0,0.17839179933071136
330.0,0.18232369422912598
331.0,0.18313437700271606
332.0,0.17993199825286865
333.0,0.17659489810466766
334.0,0.1762952357530594
335.0,0.17894576489925385
336.0,0.18135154247283936
337.0,0.17988161742687225
338.0,0.17320473492145538
339.0,0.16690552234649658
340.0,0.1665467470884323
341.0,0.17082816362380981
342.0,0.17422838509082794
343.0,0.1736879199743271
344.0,0.17186187207698822
345.0,0.17176665365695953
346.0,0.17686696350574493
347.0,0.18309618532657623
348.0,0.18474431335926056
349.0,0.18343298137187958
350.0,0.18172544240951538
351.0,0.18090789020061493
352.0,0.18008367717266083
353.0,0.17936766147613525
354.0,0.17385657131671906
355.0,0.16253314912319183
356.0,0.1572689563035965
357.0,0.16454963386058807
358.0,0.17526738345623016
359.0,0.17844323813915253
360.0,0.17779195308685303
361.0,0.17805235087871552
362.0,0.18119029700756073
363.0,0.1858416646718979
364.0,0.18850278854370117
365.0,0.17974714934825897
366.0,0.15774734318256378
367.0,0.14532072842121124
368.0,0.15029722452163696
369.0,0.1595240980386734
370.0,0.16434039175510406
371.0,0.167946919798851
372.0,0.17091460525989532
373.0,0.1700150966644287
374.0,0.1650521606206894
375.0,0.16030320525169373
376.0,0.16161984205245972
377.0,0.16971039772033691
378.0,0.17494677007198334
379.0,0.17073799669742584
380.0,0.16321627795696259
381.0,0.16124169528484344
382.0,0.1658429354429245
383.0,0.17087139189243317
384.0,0.17019303143024445
385.0,0.1600215882062912
386.0,0.1507687121629715
387.0,0.1524340808391571
388.0,0.16075348854064941
389.0,0.16734148561954498
390.0,0.1662619262933731
391.0,0.161458358168602
392.0,0.15930770337581635
393.0,0.1594010442495346
394.0,0.1600467711687088
395.0,0.1617124080657959
396.0,0.16387048363685608
397.0,0.1655162125825882
398.0,0.1644905060529709
399.0,0.159554585814476
400.0,0.1568441241979599
401.0,0.16046443581581116
402.0,0.16617310047149658
403.0,0.16831155121326447
404.0,0.1643308401107788
405.0,0.15913479030132294
406.0,0.15846361219882965
407.0,0.16246606409549713
408.0,0.16621075570583344
409.0,0.1639285534620285
410.0,0.1555030792951584
411.0,0.1503629833459854
412.0,0.15319675207138062
413.0,0.15823157131671906
414.0,0.16059385240077972
415.0,0.15669535100460052
416.0,0.15177322924137115
417.0,0.15387006103992462
418.0,0.16718371212482452
419.0,0.17854851484298706
420.0,0.17578183114528656
421.0,0.16416668891906738
422.0,0.1537029892206192
423.0,0.14849501848220825
424.0,0.14571349322795868
425.0,0.14573919773101807
426.0,0.15687859058380127
427.0,0.1707724779844284
428.0,0.17528222501277924
429.0,0.1760130673646927
430.0,0.17513424158096313
431.0,0.1653756946325302
432.0,0.14296430349349976
433.0,0.13135473430156708
434.0,0.14429420232772827
435.0,0.16438256204128265
436.0,0.16951097548007965
437.0,0.15990649163722992
438.0,0.14943403005599976
439.0,0.14725208282470703
440.0,0.14690284430980682
441.0,0.1476018726825714
442.0,0.15042531490325928
443.0,0.15424291789531708
444.0,0.15487909317016602
445.0,0.1456262320280075
446.0,0.1339416205883026
447.0,0.1331845074892044
448.0,0.14696091413497925
449.0,0.16035650670528412
450.0,0.16277818381786346
451.0,0.16319744288921356
452.0,0.16277553141117096
453.0,0.15978635847568512
454.0,0.15481387078762054
455.0,0.15153934061527252
456.0,0.14661644399166107
457.0,0.14183329045772552
458.0,0.1410965919494629
459.0,0.14238858222961426
460.0,0.14435970783233643
461.0,0.15047462284564972
462.0,0.16190175712108612
463.0,0.16727493703365326
464.0,0.16309243440628052
465.0,0.1569918394088745
466.0,0.15566563606262207
467.0,0.15686427056789398
468.0,0.15781152248382568
469.0,0.15735512971878052
470.0,0.15651370584964752
471.0,0.15581946074962616
472.0,0.15333889424800873
473.0,0.1498071551322937
474.0,0.15017415583133698
475.0,0.15958453714847565
476.0,0.17079077661037445
477.0,0.17359907925128937
478.0,0.16672414541244507
479.0,0.16079644858837128
480.0,0.16103379428386688
481.0,0.16137535870075226
482.0,0.15995024144649506
483.0,0.15038658678531647
484.0,0.13927000761032104
485.0,0.13896794617176056
486.0,0.15114077925682068
487.0,0.1628585308790207
488.0,0.164327934384346
489.0,0.1614803671836853
490.0,0.16036181151866913
491.0,0.16290973126888275
492.0,0.16580316424369812
493.0,0.16547565162181854
494.0,0.15598146617412567
495.0,0.14676521718502045
496.0,0.14814841747283936
497.0,0.1557035595178604
498.0,0.160983145236969
499.0,0.16057555377483368
500.0,0.158704936504364
501.0,0.15751796960830688
502.0,0.15062181651592255
503.0,0.14342360198497772
504.0,0.14462675154209137
505.0,0.15131711959838867
506.0,0.15595096349716187
507.0,0.15743178129196167
508.0,0.16021728515625
509.0,0.1620704084634781
510.0,0.16695034503936768
511.0,0.17227210104465485
512.0,0.17227208614349365
513.0,0.16792304813861847
514.0,0.1638922393321991
515.0,0.15877626836299896
516.0,0.14964459836483002
517.0,0.14601023495197296
518.0,0.15188594162464142
519.0,0.15958745777606964
520.0,0.16106189787387848
521.0,0.15849702060222626
522.0,0.15653358399868011
523.0,0.15962035953998566
524.0,0.16674695909023285
525.0,0.17151419818401337
526.0,0.17854849994182587
527.0,0.18640200793743134
528.0,0.18530040979385376
529.0,0.17086660861968994
530.0,0.15871606767177582
531.0,0.16342973709106445
532.0,0.17768771946430206
533.0,0.18580453097820282
534.0,0.18683743476867676
535.0,0.18691353499889374
536.0,0.18551760911941528
537.0,0.17867977917194366
538.0,0.1728324294090271
539.0,0.17178626358509064
540.0,0.1698029637336731
541.0,0.16877932846546173
542.0,0.1668599247932434
543.0,0.16407811641693115
544.0,0.16385535895824432
545.0,0.167952761054039
546.0,0.1733214408159256
547.0,0.17797227203845978
548.0,0.1825941950082779
549.0,0.18440276384353638
550.0,0.17598603665828705
551.0,0.1643287092447281
552.0,0.16396622359752655
553.0,0.17454977333545685
554.0,0.1845417022705078
555.0,0.18506544828414917
556.0,0.18049339950084686
557.0,0.17793355882167816
558.0,0.17640183866024017
559.0,0.17254312336444855
560.0,0.1652894765138626
561.0,0.14972467720508575
562.0,0.1381615251302719
563.0,0.14341644942760468
564.0,0.15900804102420807
565.0,0.16939879953861237
566.0,0.1730002909898758
567.0,0.17466671764850616
568.0,0.1736961454153061
569.0,0.16692912578582764
570.0,0.16067923605442047
571.0,0.16102264821529388
572.0,0.1649657040834427
573.0,0.16662947833538055
574.0,0.1602679342031479
575.0,0.15251071751117706
576.0,0.1521293967962265
577.0,0.15504880249500275
578.0,0.15728408098220825
579.0,0.15903480350971222
580.0,0.16203194856643677
581.0,0.162617489695549
582.0,0.1613467037677765
583.0,0.1602955162525177
584.0,0.16040025651454926
585.0,0.16119927167892456
586.0,0.16242973506450653
587.0,0.16415582597255707
588.0,0.16643323004245758
589.0,0.1691824197769165
590.0,0.17447632551193237
591.0,0.17941009998321533
592.0,0.18136215209960938
593.0,0.1832592934370041
594.0,0.18329401314258575
595.0,0.17094457149505615
596.0,0.1523813009262085
597.0,0.1488402932882309
598.0,0.16318975389003754
599.0,0.17655378580093384
600.0,0.1751376986503601
601.0,0.16891562938690186
602.0,0.16622135043144226
603.0,0.1671643704175949
604.0,0.16803230345249176
605.0,0.16861571371555328
606.0,0.1710076928138733
607.0,0.1724216490983963
608.0,0.1659829467535019
609.0,0.15253566205501556
610.0,0.1462523341178894
611.0,0.14827676117420197
612.0,0.15166795253753662
613.0,0.15280084311962128
614.0,0.15430496633052826
615.0,0.15681388974189758
616.0,0.1645994782447815
617.0,0.17568422853946686
618.0,0.1796538084745407
619.0,0.17819924652576447
620.0,0.17649412155151367
621.0,0.17767895758152008
622.0,0.18073736131191254
623.0,0.18252234160900116
624.0,0.179011270403862
625.0,0.17339782416820526
626.0,0.17123256623744965
627.0,0.16910235583782196
628.0,0.16609539091587067
629.0,0.1593313068151474
630.0,0.14905165135860443
631.0,0.14572197198867798
632.0,0.15602894127368927
633.0,0.169258251786232
634.0,0.17373089492321014
635.0,0.17369401454925537
636.0,0.17390750348567963
637.0,0.17560707032680511
638.0,0.17753444612026215
639.0,0.18062810599803925
640.0,0.18721212446689606
641.0,0.19228805601596832
642.0,0.19002097845077515
643.0,0.18282119929790497
644.0,0.17811572551727295
645.0,0.17740875482559204
646.0,0.17781978845596313
647.0,0.17868031561374664
648.0,0.18183152377605438
649.0,0.18245629966259003
650.0,0.17804652452468872
