DeviceSN	40009
LaserWavelength_nm	785
Exposure_ms	2000
GainMultiplier	1
LaserCurrent_mA	3130
LaserPower_mW	89.000145
RepetitionCount	3
Tags	
670	1.76811266
671	1.76838493
672	1.76638854
673	1.76775813
674	1.76952124
675	1.77064979
676	1.77424979
677	1.78019953
678	1.78166175
679	1.77831268
680	1.77403879
681	1.76694763
682	1.75190091
683	1.74091816
684	1.72417748
685	1.7071116
686	1.70601225
687	1.7118603
688	1.71628261
689	1.72038627
690	1.7285502
691	1.73946297
692	1.76032031
693	1.77746201
694	1.78219604
695	1.78496647
696	1.78575492
697	1.78715444
698	1.78852439
699	1.78424191
700	1.77087021
701	1.76680207
702	1.79457164
703	1.83214676
704	1.84265268
705	1.83668971
706	1.83090436
707	1.83293939
708	1.83850718
709	1.8450563
710	1.849195
711	1.85073817
712	1.86424136
713	1.89996076
714	1.91843891
715	1.92051244
716	1.92046666
717	1.92307675
718	1.93186712
719	1.94080186
720	1.95271015
721	1.96460962
722	1.9652915
723	1.95588541
724	1.94319987
725	1.92542005
726	1.90440512
727	1.89633846
728	1.90189242
729	1.90835071
730	1.90629816
731	1.90068555
732	1.89803863
733	1.88906991
734	1.88040924
735	1.88795948
736	1.90935874
737	1.9194845
738	1.90468621
739	1.8846848
740	1.87769186
741	1.86852622
742	1.86208344
743	1.86541986
744	1.87278914
745	1.87445581
746	1.87107968
747	1.8694613
748	1.88193512
749	1.90496111
750	1.91551685
751	1.91363287
752	1.90997291
753	1.91854572
754	1.93963599
755	1.94843078
756	1.96312499
757	1.97844338
758	1.97891402
759	1.97773051
760	1.98141766
761	2.00050831
762	2.02410603
763	2.03984499
764	2.0613575
765	2.07861972
766	2.10375381
767	2.13948703
768	2.1755662
769	2.2310791
770	2.27777719
771	2.32141185
772	2.37139487
773	2.40385985
774	2.45483971
775	2.49348474
776	2.49364495
777	2.48002267
778	2.47142196
779	2.44458175
780	2.40955758
781	2.35841274
782	2.27625823
783	2.21104908
784	2.1493535
785	2.10188675
786	2.07388926
787	2.03965354
788	2.02200913
789	2.00934315
790	1.99816108
791	1.9889884
792	1.97282767
793	1.96654868
794	1.97504568
795	1.98485374
796	1.98541546
797	1.98213983
798	1.97862506
799	1.96925807
800	1.95527363
801	1.93869674
802	1.91311741
803	1.90111661
804	1.9059782
805	1.91460013
806	1.92548943
807	1.95087004
808	1.97831845
809	2.01110983
810	2.04271078
811	2.04827118
812	2.02543736
813	2.00995636
814	2.00420547
815	1.99858475
816	2.01316333
817	2.05959034
818	2.09101248
819	2.09061837
820	2.08498907
821	2.08756375
822	2.10871792
823	2.12166452
824	2.11373878
825	2.09949613
826	2.08169341
827	2.04637766
828	2.02448702
829	2.04471779
830	2.08065581
