DeviceSN	40009
LaserWavelength_nm	785
Exposure_ms	2000
GainMultiplier	1
LaserCurrent_mA	3130
LaserPower_mW	89.000145
RepetitionCount	3
Tags	
670	4.67609453
671	4.67771435
672	4.68284416
673	4.69474888
674	4.71724463
675	4.73112679
676	4.72176647
677	4.70123339
678	4.68585968
679	4.67328215
680	4.66265678
681	4.64621496
682	4.61583328
683	4.60259771
684	4.59827328
685	4.59812117
686	4.62144899
687	4.67798185
688	4.71743917
689	4.72372532
690	4.72360754
691	4.72110558
692	4.71149683
693	4.70364666
694	4.71581221
695	4.7440896
696	4.75101423
697	4.73039722
698	4.70943451
699	4.70752144
700	4.71282673
701	4.72081423
702	4.74586916
703	4.77919483
704	4.79463959
705	4.79916906
706	4.80232763
707	4.79944277
708	4.79071045
709	4.79886913
710	4.83549976
711	4.868999
712	4.87056541
713	4.85774755
714	4.8581686
715	4.88360119
716	4.91522694
717	4.93569803
718	4.95274258
719	4.97147036
720	5.00374317
721	5.03506422
722	5.03350067
723	4.9930954
724	4.95794249
725	4.95155334
726	4.95216036
727	4.94658327
728	4.92254066
729	4.90300274
730	4.90338278
731	4.90681744
732	4.91006851
733	4.90755415
734	4.90088797
735	4.88673067
736	4.85499668
737	4.82871294
738	4.80982685
739	4.79512691
740	4.7901969
741	4.79373169
742	4.80878162
743	4.87112141
744	4.95241547
745	4.96388912
746	4.89812517
747	4.84848595
748	4.86779022
749	4.90217781
750	4.91074276
751	4.88719177
752	4.86648464
753	4.87888765
754	4.90993738
755	4.92883205
756	4.93803596
757	4.95162821
758	4.97719717
759	5.00911474
760	5.02963066
761	5.03877449
762	5.04694748
763	5.06076193
764	5.08279037
765	5.10559702
766	5.14612007
767	5.20219755
768	5.25670052
769	5.33444548
770	5.40993118
771	5.47872114
772	5.55642462
773	5.64507532
774	5.76980877
775	5.85470915
776	5.87465954
777	5.88472271
778	5.87518597
779	5.8148241
780	5.725914
781	5.59475851
782	5.42436314
783	5.33856678
784	5.30517578
785	5.27894163
786	5.24557447
787	5.20338869
788	5.15693998
789	5.09370947
790	5.04417229
791	5.03970623
792	5.05329132
793	5.06422281
794	5.06854391
795	5.06907606
796	5.05891991
797	5.03254366
798	5.02064085
799	5.04230976
800	5.06751776
801	5.06045103
802	5.03123856
803	5.01504517
804	5.00331545
805	4.99054432
806	4.99743176
807	5.02176142
808	5.0378294
809	5.04181099
810	5.04394722
811	5.04840755
812	5.06902742
813	5.08582878
814	5.10333681
815	5.12359667
816	5.12755346
817	5.12951851
818	5.13079405
819	5.13075733
820	5.13502121
821	5.15555954
822	5.20935869
823	5.24624252
824	5.23005724
825	5.19745779
826	5.18814659
827	5.17557287
828	5.1669035
829	5.18587065
830	5.21770716
831	5.22742987
832	5.24219131
833	5.24652433
834	5.22287178
835	5.19418144
836	5.19333887
837	5.23028421
838	5.26921034
839	5.31289339
840	5.36577845
841	5.37845945
842	5.36433077
843	5.35535479
844	5.405056
845	5.49451971
846	5.53914261
847	5.56645679
848	5.5792861
849	5.53661394
850	5.46357393
851	5.45908356
852	5.53215837
853	5.58733034
854	5.58811808
855	5.58207035
856	5.57358932
857	5.53128672
858	5.49544191
859	5.46716928
860	5.43187904
861	5.42434692
862	5.44398689
863	5.45732307
864	5.46883392
865	5.48758507
866	5.49519062
867	5.51694918
868	5.53481245
869	5.54087877
870	5.54360104
871	5.54107714
872	5.52849865
873	5.52141094
874	5.54774427
875	5.58243227
876	5.57687235
877	5.54282856
878	5.52580261
879	5.57295704
880	5.63446331
881	5.64129686
882	5.62535429
883	5.62056303
884	5.66717672
885	5.72132301
886	5.72560215
887	5.71272564
888	5.71522617
889	5.76965809
890	5.82553101
891	5.82759857
892	5.81076145
893	5.80498409
894	5.82256603
895	5.83707476
896	5.82212162
897	5.78916025
898	5.7638073
899	5.74598312
900	5.73007345
901	5.70536232
902	5.67500782
903	5.66894722
904	5.67345619
905	5.67722321
906	5.6623354
907	5.63365507
908	5.62388039
909	5.61374807
910	5.60608673
911	5.59661102
912	5.5876708
913	5.60394573
914	5.6543684
915	5.68825054
916	5.67217684
917	5.64339113
918	5.64151049
919	5.6509943
920	5.66743374
921	5.70445347
922	5.74275875
923	5.76480484
924	5.79180336
925	5.8038702
926	5.80785131
927	5.8141222
928	5.84840202
929	5.9121871
930	5.92889977
931	5.9004612
932	5.86972904
933	5.84648514
934	5.82078362
935	5.8137188
936	5.81726456
937	5.82235098
938	5.8452692
939	5.87583351
940	5.86995077
941	5.82808876
942	5.8132391
943	5.85996532
944	5.90995169
945	5.89493656
946	5.83342218
947	5.80073929
948	5.79696655
949	5.80295753
950	5.8150835
951	5.82634974
952	5.82717133
953	5.79821301
954	5.77869034
955	5.79788971
956	5.8233037
957	5.81602383
958	5.76299286
959	5.72148514
960	5.70605326
961	5.69576645
962	5.69161558
963	5.69330311
964	5.68879604
965	5.66534424
966	5.64443827
967	5.64611244
968	5.65046072
969	5.64072752
970	5.61147785
971	5.58688927
972	5.59660912
973	5.62557983
974	5.63550568
975	5.64429665
976	5.64855289
977	5.65409422
978	5.65684319
979	5.62169456
980	5.53475332
981	5.50010252
982	5.52153778
983	5.54593801
984	5.55348396
985	5.55885267
986	5.56565094
987	5.58623314
988	5.60027266
989	5.5837698
990	5.55699396
991	5.55628395
992	5.57901621
993	5.61236048
994	5.6873703
995	5.79318237
996	5.91558743
997	6.05859089
998	6.10596371
999	6.1026392
1000	6.08828068
1001	6.0086937
1002	5.85851192
1003	5.74926376
1004	5.64557314
1005	5.59100533
1006	5.59866095
1007	5.61527061
1008	5.60544682
1009	5.5835371
1010	5.56955862
1011	5.55222178
1012	5.5365181
1013	5.52610826
1014	5.51341677
1015	5.51037979
1016	5.51200962
1017	5.51720905
1018	5.54479074
1019	5.57809687
1020	5.58062267
1021	5.57154322
1022	5.58219099
1023	5.65552902
1024	5.74410152
1025	5.80743504
1026	5.86312866
1027	5.90242767
1028	5.94548321
1029	5.96560335
1030	5.9426384
1031	5.90908146
1032	5.89268494
1033	5.87506485
1034	5.87262535
1035	5.90140009
1036	5.92049456
1037	5.89117813
1038	5.84344101
1039	5.81750679
1040	5.79498863
1041	5.78119755
1042	5.7759223
1043	5.77562571
1044	5.78605795
1045	5.80197763
1046	5.79175711
1047	5.73279285
1048	5.69010687
1049	5.70884609
1050	5.74292994
1051	5.75391293
1052	5.76396179
1053	5.76760674
1054	5.75392914
1055	5.73819447
1056	5.72672081
1057	5.70888901
1058	5.70667887
1059	5.7203722
1060	5.7281599
1061	5.72515726
1062	5.72078323
1063	5.72328568
1064	5.74029732
1065	5.74896288
1066	5.77626705
1067	5.7942009
1068	5.75730371
1069	5.70262146
1070	5.6945734
1071	5.7083416
1072	5.73527336
1073	5.79657841
1074	5.85044432
1075	5.84499741
1076	5.81639671
1077	5.82835007
1078	5.91690731
1079	5.96843815
1080	5.95445347
1081	5.9371748
1082	5.95090008
1083	5.99714279
1084	6.02768898
1085	6.05896044
1086	6.07704639
1087	6.05347204
1088	6.0180335
1089	6.01781082
1090	6.03562403
1091	6.04797649
1092	6.05400705
1093	6.05668926
1094	6.03634977
1095	6.00204945
1096	6.01279354
1097	6.06938744
1098	6.10473394
1099	6.1105175
1100	6.10896587
1101	6.07619333
1102	6.01127768
1103	6.00279903
1104	6.03334093
1105	6.04772758
1106	5.98769283
1107	5.92044544
1108	5.92910767
1109	5.96326637
1110	5.96765518
1111	5.94447136
1112	5.92382956
1113	5.86534786
1114	5.79918194
1115	5.81011724
1116	5.85928917
1117	5.87851429
1118	5.89118338
1119	5.89709854
1120	5.8788228
1121	5.85197592
1122	5.83845234
1123	5.82737494
1124	5.8106184
1125	5.751791
1126	5.70000935
1127	5.67869806
1128	5.65947294
1129	5.62793589
1130	5.57410812
1131	5.52841377
1132	5.47801495
1133	5.44675684
1134	5.44626331
1135	5.44882393
1136	5.43036699
1137	5.38602495
1138	5.37172508
1139	5.40817547
1140	5.44080448
1141	5.45108128
1142	5.45842218
1143	5.4495697
1144	5.42396736
1145	5.41735125
1146	5.43790245
1147	5.45453835
1148	5.42814541
1149	5.38827848
1150	5.3886776
1151	5.40246582
1152	5.40501833
1153	5.38505268
1154	5.36653805
1155	5.33619261
1156	5.30019808
1157	5.30427885
1158	5.32860613
1159	5.33272028
1160	5.31666279
1161	5.29569244
1162	5.26599312
1163	5.24088573
1164	5.25915098
1165	5.31154013
1166	5.3189497
1167	5.26940918
1168	5.23865604
1169	5.2370224
1170	5.23919535
1171	5.24819088
1172	5.25747108
1173	5.25234461
1174	5.20946598
1175	5.1786108
1176	5.14381218
1177	5.1145134
1178	5.13140297
1179	5.16665602
1180	5.17830086
1181	5.17380285
1182	5.17108822
1183	5.18097258
1184	5.19166517
1185	5.19517851
1186	5.20054483
1187	5.21416378
1188	5.23642635
1189	5.24755907
1190	5.23998976
1191	5.23559713
1192	5.26128483
1193	5.30068064
1194	5.33361435
1195	5.37954664
1196	5.39696646
1197	5.42105532
1198	5.44674015
1199	5.48087883
1200	5.51790524
1201	5.53984737
1202	5.5580759
1203	5.56412458
1204	5.56403208
1205	5.56410456
1206	5.56946135
1207	5.57421684
1208	5.56920433
1209	5.56037855
1210	5.56100655
1211	5.56671429
1212	5.57515907
1213	5.60571766
1214	5.62877798
1215	5.62975311
1216	5.63139248
1217	5.65312099
1218	5.70001078
1219	5.72335768
1220	5.73817968
1221	5.75022697
1222	5.78445339
1223	5.8144331
1224	5.79793453
1225	5.76566792
1226	5.76487207
1227	5.80321503
1228	5.82529354
1229	5.84946823
1230	5.87747097
1231	5.91062641
1232	5.94626904
1233	5.96354246
1234	5.97481823
1235	5.98468781
1236	6.00925303
1237	6.02168751
1238	6.02665997
1239	6.03061581
1240	6.0307951
1241	6.03128052
1242	6.01999283
1243	5.99402237
1244	5.98035145
1245	5.99286318
1246	5.99870491
1247	5.97242737
1248	5.9454813
1249	6.07461166
1250	6.38173771
1251	6.39631557
1252	6.12960148
1253	5.99724197
1254	5.98485756
1255	5.97987461
1256	6.00926208
1257	6.055511
1258	6.06006384
1259	6.05182028
1260	6.05609226
1261	6.08441925
1262	6.10808516
1263	6.1273098
1264	6.14001846
1265	6.10058975
1266	6.02702141
1267	6.01703787
1268	6.04136419
1269	6.04431629
1270	6.04665327
1271	6.04987144
1272	6.0437355
1273	6.03704643
1274	6.02912426
1275	6.01600695
1276	6.02466297
1277	6.04765129
1278	6.04820156
1279	5.99764681
1280	5.9530983
1281	5.9442215
1282	5.95040131
1283	5.97589397
1284	6.01681137
1285	6.03145409
1286	6.03801346
1287	6.03843021
1288	6.02275848
1289	6.01123142
1290	6.02424908
1291	6.04222393
1292	6.04046535
1293	6.02958393
1294	6.03442669
1295	6.06428862
1296	6.07755375
1297	6.04997158
1298	6.03209496
1299	6.06875515
1300	6.11288118
1301	6.11946964
1302	6.12106895
1303	6.14273834
1304	6.19890404
1305	6.21584463
1306	6.1939311
1307	6.178092
1308	6.20165682
1309	6.23309326
1310	6.22814178
1311	6.206604
1312	6.19488335
1313	6.167593
1314	6.17283154
1315	6.2175436
1316	6.25305748
1317	6.26980114
1318	6.28106689
1319	6.28090477
1320	6.27115059
1321	6.27526236
1322	6.29817772
1323	6.29708242
1324	6.27389717
1325	6.26616335
1326	6.29130459
1327	6.3130722
1328	6.31232357
1329	6.31235218
1330	6.32855654
1331	6.35227442
1332	6.34125233
1333	6.2758379
1334	6.23732281
1335	6.22303581
1336	6.21307516
1337	6.21134758
1338	6.21107912
1339	6.16931963
1340	6.08928347
1341	6.05815458
1342	6.0413208
1343	6.03289795
1344	6.01825905
1345	6.00541496
1346	5.96770525
1347	5.92741203
1348	5.90765953
1349	5.88499784
1350	5.84682083
1351	5.79598141
1352	5.78098392
1353	5.78709221
1354	5.77639484
1355	5.70399475
1356	5.65710545
1357	5.68623209
1358	5.7312994
1359	5.7513504
1360	5.75820398
1361	5.75330257
1362	5.72920752
1363	5.73120403
1364	5.7546711
1365	5.76399469
1366	5.75282717
1367	5.74578953
1368	5.76460075
1369	5.78600121
1370	5.74467087
1371	5.65949678
1372	5.65956497
1373	5.70396519
1374	5.71980238
1375	5.70392656
1376	5.69428253
1377	5.68144512
1378	5.67248154
1379	5.70111179
1380	5.73761368
1381	5.73540401
1382	5.72287846
1383	5.71983242
1384	5.71595001
1385	5.71517754
1386	5.7156477
1387	5.70441914
1388	5.66918945
1389	5.64341831
1390	5.65499353
1391	5.67764187
1392	5.71265507
1393	5.7682929
1394	5.76268482
1395	5.7134676
1396	5.69194412
1397	5.70172548
1398	5.70926571
1399	5.69607782
1400	5.68986225
1401	5.70526695
1402	5.71757793
1403	5.70230484
1404	5.6743803
1405	5.67914629
1406	5.71232891
1407	5.7299118
1408	5.75104141
1409	5.76754951
1410	5.80308342
1411	5.82673931
1412	5.79765701
1413	5.76668739
1414	5.77668333
1415	5.79293776
1416	5.78121281
1417	5.73870754
